   1 	    15.2856 
   2 	    19.3013 
   3 	    22.1347 
   4 	    25.0532 
   5 	    27.7671 
   6 	    30.4301 
   7 	    33.1421 
   8 	    36.0045 
   9 	    38.5854 
  10 	    41.5619 
  11 	    43.7991 
  12 	    46.6259 
  13 	    49.2532 
  14 	    51.8586 
  15 	    54.6879 
  16 	    57.3180 
  17 	    60.2391 
  18 	    62.9814 
  19 	    65.6230 
  20 	    68.0186 
  21 	    70.7393 
  22 	    73.6108 
  23 	    76.3230 
  24 	    79.3028 
  25 	    81.7389 
  26 	    84.5507 
